Year,UNIT_MEASURE,URBANISATION,SEX,REF_AREA,Value
2019,PT,R,F,KZMAN,89.13040331429333
2019,PT,,,KZPAV,86.38593634257899
2019,PT,,M,KZPAV,86.6105273710394
2019,PT,,F,KZPAV,86.18744912593512
2019,PT,U,,KZPAV,89.33343854672616
2019,PT,U,M,KZPAV,89.16760233305472
2019,PT,U,F,KZPAV,89.4723886108148
2019,PT,R,,KZPAV,79.247199883318
2019,PT,R,M,KZPAV,80.97787097842283
2019,PT,R,F,KZPAV,77.50780261280384
2019,PT,,,KZSEV,86.56174405860921
2019,PT,,M,KZSEV,87.12644538101532
2019,PT,,F,KZSEV,86.05061491059438
2019,PT,U,,KZSEV,91.10871979855236
2019,PT,U,M,KZSEV,91.83205297502576
2019,PT,U,F,KZSEV,90.51866820252944
2019,PT,R,,KZSEV,82.75007124019653
2019,PT,R,M,KZSEV,83.55901115844702
2019,PT,R,F,KZSEV,81.95153268243772
2019,PT,,,KZYUZ,82.5290445887229
2019,PT,,M,KZYUZ,83.31113544133714
2019,PT,,F,KZYUZ,81.72833559389353
2019,PT,U,,KZYUZ,79.55130816230613
2019,PT,U,M,KZYUZ,78.20592112250189
2019,PT,U,F,KZYUZ,80.90508489492642
2019,PT,R,,KZYUZ,83.22924940209455
2019,PT,R,M,KZYUZ,84.49895164484562
2019,PT,R,F,KZYUZ,81.92401855494651
2019,PT,,,KZVOS,89.73957792581469
2019,PT,,M,KZVOS,89.85391384514374
2019,PT,,F,KZVOS,89.63688736152307
2019,PT,U,,KZVOS,95.3212775852969
2019,PT,U,M,KZVOS,96.20867247043412
2019,PT,U,F,KZVOS,94.575242849774
2019,PT,R,,KZVOS,80.78333218038777
2019,PT,R,M,KZVOS,80.53133366344112
2019,PT,R,F,KZVOS,81.03487997051099
2019,PT,,,KZNS,94.68484430376178
2019,PT,,M,KZNS,98.0475976650202
2019,PT,,F,KZNS,91.6567179417714
2019,PT,,,KZALA,88.34328696189951
2019,PT,,M,KZALA,88.80549458330384
2019,PT,,F,KZALA,87.96372567704783
2019,PT,,,KZSHY,88.62556452748156
2019,PT,,M,KZSHY,89.2977641819245
2019,PT,,F,KZSHY,88.01857636125095
